article_id,include,exclusion_reason,event_date,event_time_if_known,location_raw,town,district,governorate,deaths_reported,injuries_reported,attack_type,target_description,preliminary_or_final,location_ambiguous,casualty_count_ambiguous,notes
419957,1,,2026-03-13,,الصوانة,الصوانة (Al-Sawwaneh),Tyre,South Lebanon,2,5,"strike on responder team","joint Islamic Resalah Scouts / Islamic Health Authority post (direct strike)",preliminary,0,0,"MoPH confirmation of 419931 - do not double count"
419969,1,,2026-03-13,,النبطية - حي الراهبات,النبطية (Nabatieh city - Al-Rahibat neighborhood),Nabatieh,Nabatieh,5,5,airstrike,residence,preliminary,0,0,"MoPH update to 419952 chain - see 419993/420189 for further updates to 7 (final)"
419988,1,,2026-03-13,night,برج قلاويه,برج قلاويه (Burj Qalawiyeh),Bint Jbeil,Nabatieh,1,0,airstrike,unspecified,preliminary,0,0,"named: Dr. Hisham Ismail (occupation stated); article also covers Bint Jbeil/Ainata/Aytaroun/Maroun al-Ras strikes and clashes, and Wadi al-Hujeir shelling w/ no deaths given here - likely connected to the much larger 419992 strike on the same village's health center later that night, flag for merge review"
419989,1,,2026-03-14,,تعمير حارة صيدا,حارة صيدا (Harit Saida),Sidon,South Lebanon,4,0,airstrike,apartment,preliminary,0,0,"FINAL toll confirmed in 420189 (4/2 injured)"
419992,1,,2026-03-14,,برج قلاويه,برج قلاويه (Burj Qalawiyeh),Bint Jbeil,Nabatieh,12,,airstrike,"Islamic Health Authority center (explicit target - a medical facility)",preliminary,0,0,"MAJOR strike; likely same broader incident cluster as 419988's 1-dead doctor report - flag heavily for merge review. Later context (420111) references 31 total medic deaths incl. bodies recovered from a primary health care center in this same village, consistent with this strike"
419993,1,,2026-03-13,"night (prior)",النبطية - حي الراهبات,النبطية (Nabatieh city - Al-Rahibat neighborhood),Nabatieh,Nabatieh,7,0,airstrike,residence,final,0,0,"named: Qais Basma + wife Baladin Jaber + children Hussein/Hassan/Abbas + infant Helen (6) + Hussein Mohammad Bitar (died of wounds, 7th); update to 419952/419969 chain; article also covers Samouqa/Tool/Arnoun/Yohmor al-Shaqif strikes+shelling w/ no deaths given here"
420086,1,,2026-03-14,dawn,النبعة - برج حمود,النبعة (Nabaa - Bourj Hammoud),Matn,Mount Lebanon,1,4,airstrike,apartment,preliminary,0,0,
420111,0,"General daily+cumulative toll bulletin (MoPH), not a single-incident report",,,,,,,,,,,,,,
420152,1,,2026-03-14,evening,ميفدون,ميفدون (Meifadoun),Nabatieh,Nabatieh,4,0,airstrike,residence,preliminary,0,0,"named: Souli family (displaced from Tayibeh); distinct from the March 7 Meifadoun strike (418222, batch 2); update/confirmation in 420176"
420167,1,,2026-03-14,,القنطرة,القنطرة (Qantara),Marjayoun,Nabatieh,4,0,airstrike,residence,preliminary,0,0,"named: Al-Sagheer family (father, mother, 2 children)"
420176,1,,2026-03-14,,ميفدون,ميفدون (Meifadoun),Nabatieh,Nabatieh,4,5,airstrike,residence,preliminary,0,0,"MoPH confirmation of 420152 - do not double count"
420176b,1,,2026-03-14,,مجدل سلم,مجدل سلم (Majdal Selem),Marjayoun,Nabatieh,1,2,airstrike,unspecified,preliminary,0,0,"same source article as 420176; split into own row (different town) - distinct date from the March 6 Majdal Selem massacre (417990, batch 1) and the March 15 Majdal Selem strike (420332)"
420180,1,,2026-03-15,dawn,الشرحبيل - صيدا,الشرحبيل (Sharhabil),Sidon,South Lebanon,1,0,airstrike,apartment,preliminary,0,0,"update/confirmation in 420226"
420189,1,,2026-03-14,,النبطية - حي الراهبات,النبطية (Nabatieh city - Al-Rahibat neighborhood),Nabatieh,Nabatieh,7,5,airstrike,residence,final,0,0,"FINAL MoPH toll for 419952/419969/419993 chain (4 of 7 are children)"
420189b,1,,2026-03-14,,حارة صيدا,حارة صيدا (Harit Saida),Sidon,South Lebanon,4,2,airstrike,apartment,final,0,0,"same source article as 420189; FINAL MoPH toll confirming 419989 - split into own row (different town)"
420189c,1,,2026-03-14,,القطراني - جزين,القطراني (Qatrani),Jezzine,South Lebanon,3,6,airstrike,unspecified,preliminary,0,0,"same source article as 420189; first quantified report for this incident (see 420190 for the initial vague mention, 420334 for final toll) - split into own row (different town)"
420190,1,,2026-03-14,night,القطراني - جزين,القطراني (Qatrani),Jezzine,South Lebanon,,,airstrike,unspecified,preliminary,0,1,"death count vague ('martyrs and wounded'), no figure given; same incident as 420189c/420334 - do not double count"
420226,1,,2026-03-15,,الشرحبيل - صيدا,الشرحبيل (Sharhabil),Sidon,South Lebanon,1,0,airstrike,apartment,preliminary,0,0,"MoPH confirmation of 420180 - do not double count; injuries revised to 3 children"
420267,0,"General daily+cumulative toll bulletin (MoPH), not a single-incident report",,,,,,,,,,,,,,
420287,1,,2026-03-15,afternoon,طريق النبطية الفوقا,طريق النبطية الفوقا (Nabatieh al-Fawqa road),Nabatieh,Nabatieh,1,0,airstrike,"shop (Express)",preliminary,0,0,
420332,1,,2026-03-15,,مجدل سلم,مجدل سلم (Majdal Selem),Marjayoun,Nabatieh,2,4,airstrike,unspecified,preliminary,0,0,"distinct date from the March 6 (417990) and March 14 (420176b) Majdal Selem strikes"
420332b,1,,2026-03-15,,عيتيت,عيتيت (Aitit),Nabatieh,Nabatieh,3,3,airstrike,unspecified,preliminary,0,0,"same source article as 420332; split into own row (different town) - distinct date from the March 8 Aitit strike (418322, batch 2)"
420334,1,,2026-03-14,"night (prior)",القطراني - جزين,القطراني (Qatrani),Jezzine,South Lebanon,5,6,airstrike,unspecified,final,0,0,"FINAL MoPH toll, supersedes 420189c/420190 chain (3->5)"
