article_id,include,exclusion_reason,event_date,event_time_if_known,location_raw,town,district,governorate,deaths_reported,injuries_reported,attack_type,target_description,preliminary_or_final,location_ambiguous,casualty_count_ambiguous,notes
418275,1,,2026-03-07,night,كفررمان,كفررمان (Kfarremen),Nabatieh,Nabatieh,2,0,drone strike,motorcycle,preliminary,0,1,"death count hedged ('وافيد عن')- likely same event as 418281's MoPH confirmation, flag for merge review; article also covers Nabatieh al-Fawqa, Jabal al-Ahmar/Jbeshit, and Aitaroun strikes w/ no deaths reported"
418281,1,,2026-03-07,night,كفررمان,كفررمان (Kfarremen),Nabatieh,Nabatieh,2,0,drone strike,unspecified,preliminary,0,0,"MoPH confirmation, likely same incident as 418275 - do not double count"
418284,1,,2026-03-07,night,جبال البطم,جبال البطم (Jabal al-Botm),Tyre,South Lebanon,3,0,drone strike,café,preliminary,0,0,"chain continues/confirmed in 418298"
418287,1,,2026-03-07,,خربة سلم,خربة سلم (Khirbet Selm),Bint Jbeil,Nabatieh,6,5,airstrike,unspecified,preliminary,0,0,"toll for the Khirbet Selm strike mentioned in passing in 418222's roundup"
418290,1,,2026-03-08,dawn,قانا,قانا (Qana),Tyre,South Lebanon,4,,airstrike,residence,preliminary,0,0,
418291,1,,2026-03-08,dawn,الروشة - بيروت,الروشة (Raouche),Beirut,Beirut,4,10,airstrike,"hotel room",preliminary,0,0,"toll updated within the same article (3->4 dead, 9->10 injured, one injured person died)"
418293,1,,2026-03-08,night,تفاحتا,تفاحتا (Tfahta),Sidon,South Lebanon,8,0,airstrike,residence,preliminary,0,0,"initial/unconfirmed estimate of whole family (8); revised down in 418296 to 5 - flag discrepancy for merge review, use latest (5) per methodology but preserve 8 in updates table"
418296,1,,2026-03-08,,تفاحتا,تفاحتا (Tfahta),Sidon,South Lebanon,5,0,airstrike,residence,preliminary,0,0,"MoPH revision of 418293 chain (8->5), still described as preliminary/not final, search for missing continuing"
418298,1,,2026-03-08,dawn,جبال البطم,جبال البطم (Jabal al-Botm),Tyre,South Lebanon,3,4,drone strike,café,preliminary,0,0,"confirms/duplicates 418284 - do not double count"
418315,1,,2026-03-08,,الشعيتية,الشعيتية (Al-Shaitiyeh),Tyre,South Lebanon,,,airstrike,unspecified,preliminary,0,1,"death count vague ('casualties and martyrs reported'), no figure given"
418322,1,,2026-03-08,,عيتيت,عيتيت (Aitit),Nabatieh,Nabatieh,3,,airstrike,residence,preliminary,0,0,
418162,1,,2026-03-07,morning,زوطر الشرقية,زوطر الشرقية (Zawtar al-Sharqiya),Nabatieh,Nabatieh,5,0,airstrike,"two separate residential buildings (town center + Harit al-Fawqa neighborhood)",preliminary,0,0,"ADDED during validation audit - originally missed during initial classification (present in the batch-2 source dump but skipped). Two days after and distinct from the March 5 417516/417534 Zawtar al-Sharqiya cluster - separate incident, different date"
