article_id,include,exclusion_reason,event_date,event_time_if_known,location_raw,town,district,governorate,deaths_reported,injuries_reported,attack_type,target_description,preliminary_or_final,location_ambiguous,casualty_count_ambiguous,notes
420871,1,,2026-03-18,,"قناريت - مجمع حجازي السكني",قناريت (Qanaryet),Sidon,South Lebanon,3,0,airstrike,"residential complex",preliminary,0,0,"article also mentions a warned strike on a pharmaceutical warehouse in Aaqbiyeh w/ no deaths"
420876,1,,2026-03-18,dawn,بيروت (غارتان),بيروت (Beirut - two strikes),Beirut,Beirut,6,24,airstrike,unspecified,preliminary,1,0,"combined toll for two unspecified Beirut strikes, body parts recovered pending DNA ID; locations later specified in 420939/420942 as Basta + Zuqaq al-Blat"
420899,1,,2026-03-18,,سحمر,سحمر (Sohmor),West Bekaa,Bekaa,4,0,airstrike,"4 homes",preliminary,0,0,"MoPH update 420936 gives a lower count (2) - flag discrepancy; possibly a further, additional Sohmor strike in 420959 later same day"
420918,1,,2026-03-18,,ميفدون,ميفدون (Meifadoun - municipality building),Nabatieh,Nabatieh,1,9,airstrike,"municipal council member + medic (explicit dual role)",preliminary,0,0,"named: Hazan Mohsen Ayyash; roundup article, also covers Nabatieh Al-Maidan/Arabsalim/Al-Dawir strikes w/ no deaths given here, and references the already-covered Haroof recovery (420805)"
420926,1,,2026-03-18,,برج قلاويه,برج قلاويه (Burj Qalawiyeh),Bint Jbeil,Nabatieh,1,0,drone strike,unspecified,preliminary,0,0,"distinct date from the March 14 Burj Qalawiyeh strikes (419988/419992, batch 5)"
420936,1,,2026-03-18,,سحمر,سحمر (Sohmor),West Bekaa,Bekaa,2,6,airstrike,unspecified,preliminary,0,0,"MoPH update to 420899 - lower count, flag discrepancy"
420939,1,,2026-03-18,dawn,زقاق البلاط,زقاق البلاط (Zuqaq al-Blat),Beirut,Beirut,2,14,airstrike,apartment,preliminary,0,0,"one of the two 420876 Beirut strikes; superseded by 420942's combined final"
420942,1,,2026-03-18,dawn,البسطة وزقاق البلاط,"البسطة / زقاق البلاط (Basta / Zuqaq al-Blat)",Beirut,Beirut,10,27,airstrike,unspecified,final,1,0,"combined final toll for both dawn Beirut strikes, supersedes 420876/420939"
420943,1,,2026-03-18,,"الكورنيش البحري - صيدا",صيدا (Sidon Corniche),Sidon,South Lebanon,2,1,strike on vehicle,"car (1 medic - Civil Defense, explicit)",preliminary,0,0,"likely same incident as 420958 (driver + named Civil Defense member) - do not double count"
420944,1,,2026-03-18,,القليعة - مبنى اندريه الحاج,القليعة (Qlaya),Marjayoun,Nabatieh,2,0,"artillery shelling",apartment,preliminary,0,0,"1 child; distinct incident/date/mechanism from the March 9 Qlaya priest killing (418805, batch 3); article also covers Majdal Selem/Khirbet Selm/Jdeidet Marjayoun/Ebl al-Saqi shelling w/ no deaths given here (Khirbet Selm toll appears later in 420988)"
420947,1,,2026-03-17,,بعلبك,بعلبك (Baalbek city - Ras al-Ain),Baalbek,Baalbek-Hermel,4,7,airstrike,"residential building",final,0,0,"final toll, confirms 420869 - supersedes 420855 chain"
420958,1,,2026-03-18,,"الطريق البحرية - صيدا",صيدا (Sidon coastal road),Sidon,South Lebanon,2,0,"strike on vehicle","driver + Civil Defense member (named: Fahmi Mohieddine al-Shamiya)",preliminary,0,0,"likely same incident as 420943 - do not double count"
420959,1,,2026-03-18,"evening (just now)",سحمر,سحمر (Sohmor),West Bekaa,Bekaa,2,0,airstrike,residence,preliminary,0,0,"described as a fresh/further strike - possibly additional to the 420899/420936 chain rather than an update of it, flag for merge review"
420973,1,,2026-03-18,,دير الزهراني,دير الزهراني (Deir al-Zahrani),Zahrani,South Lebanon,2,7,airstrike,"residential building",preliminary,0,0,
420988,1,,2026-03-18,,"خربة سلم - بئر السلاسل",خربة سلم (Khirbet Selm),Bint Jbeil,Nabatieh,2,,"strike on responder post","Islamic Health Authority point",preliminary,0,0,"toll for the Khirbet Selm strike mentioned earlier without numbers in 420944"
421064,0,"General daily+cumulative toll bulletin (MoPH), not a single-incident report",,,,,,,,,,,,,,
