article_id,include,exclusion_reason,event_date,event_time_if_known,location_raw,town,district,governorate,deaths_reported,injuries_reported,attack_type,target_description,preliminary_or_final,location_ambiguous,casualty_count_ambiguous,notes
423544,1,,2026-03-30,,برعشيت,برعشيت (Bar'ashit),Bint Jbeil,Nabatieh,1,1,airstrike,unspecified,preliminary,0,0,
423546,1,,2026-03-30,,حناويه,حناويه (Hanawiyeh),Tyre,South Lebanon,,,airstrike,unspecified,preliminary,0,1,"'a number of martyrs', no figure given; distinct date from the March 10 Hanawiyeh double-tap strike (419097, batch 4)"
423579,1,,2026-03-30,,"حاجز العامرية - طريق القليلة - صور",Al-Aamriyeh checkpoint (Qlaile-Tyre road),Tyre,South Lebanon,1,,"direct attack on military checkpoint","soldier, Lebanese Army (explicit)",preliminary,0,0,"Army statement; detail/update in 423672 (same incident, 1 dead + 5 injured incl. an officer)"
423618,0,"Hezbollah statement describing its own attacks on Israeli forces at Beit Lif/Tayibeh/Deir Siryan and a strike on Kiryat Shmona settlement - not an Israeli attack on Lebanon",,,,,,,,,,,,,,
423630,1,,2026-03-30,,"الرحاب - الضاحية الجنوبية","الرحاب (Al-Rihab, Beirut southern suburb)",Baabda,Mount Lebanon,1,17,airstrike,unspecified,preliminary,0,0,
423645,0,"General daily+cumulative toll bulletin (MoPH), not a single-incident report",,,,,,,,,,,,,,
423651,1,,2026-03-30,,"بنت جبيل (مدينة) - السوق التجاري",بنت جبيل (Bint Jbeil city - market),Bint Jbeil,Nabatieh,4,0,airstrike,"commercial market",preliminary,0,0,"a further distinct Bint Jbeil city strike this study period - different date"
423672,1,,2026-03-30,,"حاجز العامرية - طريق القليلة - صور",Al-Aamriyeh checkpoint (Qlaile-Tyre road),Tyre,South Lebanon,1,5,"direct attack on military checkpoint","soldier + officer among injured (explicit)",preliminary,0,0,"Army statement, update/detail to 423579 - do not double count"
423676,0,"Hezbollah statement describing its own attacks on Israeli forces (Merkava tanks) near Beit Lif/Ainata/Aytaroun road - not an Israeli attack on Lebanon",,,,,,,,,,,,,,
423679,1,,2026-03-30,,الشهابية,الشهابية (Al-Shihabiyeh),Tyre,South Lebanon,4,,airstrike,residence,preliminary,0,0,"a further distinct Al-Shihabiyeh incident this study period - different date"
423746,1,,2026-03-31,"past midnight",عبا,عبا (Aaba),Nabatieh,Nabatieh,1,0,airstrike,residence,preliminary,0,0,"named: Shadi Hassan Moallem; distinct date from 423335's Aaba strike; article also mentions Al-Dawir/Samouqa/Deir al-Zahrani strikes w/ no deaths given here"
423788,1,,2026-03-31,,القاسمية,القاسمية (Qasimiyeh),Tyre,South Lebanon,2,0,drone strike,"car (Rapid)",preliminary,0,0,"update/confirmation in 423796 (2/3 injured)"
423788b,1,,2026-03-31,,دير كيفا,دير كيفا (Deir Kifa),Bint Jbeil,Nabatieh,2,0,airstrike,unspecified,preliminary,0,0,"same source article as 423788; split into own row (different town) - distinct from 423331's earlier no-injury Deir Kifa health-center strike"
423796,1,,2026-03-31,,القاسمية,القاسمية (Qasimiyeh),Tyre,South Lebanon,2,3,drone strike,"car (Rapid)",preliminary,0,0,"MoPH confirmation of 423788 - do not double count; article also mentions a Qantara strike w/ no deaths given here"
423850,1,,2026-03-31,,صريفا,صريفا (Srifa),Tyre,South Lebanon,2,3,airstrike,unspecified,preliminary,0,0,"third distinct Srifa incident this study period - different date; update in 423952 (3/19 injured)"
423900,0,"Hezbollah statement describing an ambush/IED attack on an Israeli armored force in Beit Lif - not an Israeli attack on Lebanon",,,,,,,,,,,,,,
423940,1,,2026-03-31,evening,"طريق عين المزراب - تبنين",Ain al-Mazraab road (Tibnine),Bint Jbeil,Nabatieh,1,0,drone strike,vehicle,preliminary,1,0,"article also mentions Haroof/Bar'ashit strikes w/ no deaths given here"
423948,1,,2026-03-31,,النجارية,النجارية (Najariyeh),Sidon,South Lebanon,5,,airstrike,residence,preliminary,0,1,"'more than 5' per initial info; MoPH update 423955 gives a lower count (4) - flag discrepancy"
423950,1,,2026-03-31,afternoon,جبشيت,جبشيت (Jbeshit),Nabatieh,Nabatieh,2,0,airstrike,residence,preliminary,0,0,"named: Akram al-Ibrahimi + pregnant wife Alaa Naimi Bahmad"
423950b,1,,2026-03-31,afternoon,كفرا,كفرا (Kfarra),Bint Jbeil,Nabatieh,2,0,airstrike,unspecified,preliminary,0,0,"same source article as 423950; split into own row (different town) - possibly overlaps with 423953's Kfarra responder-point strike (same day), flag for merge review"
423952,1,,2026-03-31,,صريفا,صريفا (Srifa),Tyre,South Lebanon,3,19,airstrike,unspecified,preliminary,0,0,"MoPH update to 423850 (2->3)"
423953,1,,2026-03-31,,كفرا,كفرا (Kfarra),Bint Jbeil,Nabatieh,1,2,"strike on responder gathering point","medic, Islamic Resalah Scouts (explicit)",preliminary,0,0,"possibly the same or an overlapping strike as 423950b's 2-dead Kfarra report (same day) - flag heavily for merge review; +11 civilians injured"
423955,1,,2026-03-31,,النجارية,النجارية (Najariyeh),Sidon,South Lebanon,4,,airstrike,residence,preliminary,0,0,"MoPH figure for 423948 chain, lower than the '5+' initial estimate - flag discrepancy; 2 of 4 dead are women"
423971,1,,2026-03-31,,أوتوستراد خلدة,خلدة (Khaldeh highway),Chouf,Mount Lebanon,2,0,strike on vehicle,car,preliminary,0,0,"district uncertain, verify; update/confirmation in 423973"
423973,1,,2026-03-31,,خلدة,خلدة (Khaldeh),Chouf,Mount Lebanon,2,3,strike on vehicle,car,preliminary,0,0,"MoPH confirmation of 423971 - do not double count; article separately clarifies (fact-check) that no patient evacuation occurred at Al-Zahraa hospital re: an unrelated Jnah-area rumor - not an incident"
423975,0,"Event occurred 2026-04-01, outside the study period (March 2-31); sitemap window was extended only to catch delayed reports of March events, not to add April incidents",,,,,,,,,,,,,,"same incident as 424071 - both out of scope"
424071,0,"Event occurred 2026-04-01, outside the study period (March 2-31)",,,,,,,,,,,,,,"same incident as 423975 - both out of scope"
424212,0,"Event occurred 2026-04-01, outside the study period (March 2-31)",,,,,,,,,,,,,,
424248,0,"Event occurred 2026-04-01, outside the study period (March 2-31)",,,,,,,,,,,,,,
424581,0,"Event occurred 2026-04-01 ('this afternoon', explicit in text), outside the study period (March 2-31)",,,,,,,,,,,,,,
424582,0,"General daily+cumulative toll bulletin (MoPH), not a single-incident report",,,,,,,,,,,,,,
424619,0,"Event occurred 2026-04-01, outside the study period (March 2-31)",,,,,,,,,,,,,,
