article_id,include,exclusion_reason,event_date,event_time_if_known,location_raw,town,district,governorate,deaths_reported,injuries_reported,attack_type,target_description,preliminary_or_final,location_ambiguous,casualty_count_ambiguous,notes
421849,1,,2026-03-22,dawn,السلطانية,السلطانية (Al-Sultaniyeh),Bint Jbeil,Nabatieh,3,3,airstrike,unspecified,preliminary,0,0,"MoPH update to 421816 (2->3)"
421849b,1,,2026-03-22,,الصوانة,الصوانة (Al-Sawwaneh),Marjayoun,Nabatieh,1,4,airstrike,unspecified,preliminary,0,0,"same source article as 421849; MoPH confirmation of 421816b - split into own row; note district given here as Marjayoun, differs from my Tyre guess in 421816b - use Marjayoun"
421865,0,"General daily+cumulative toll bulletin (MoPH), not a single-incident report",,,,,,,,,,,,,,
421924,1,,2026-03-22,,حبوش,حبوش (Habbouch),Nabatieh,Nabatieh,1,0,airstrike,unspecified,preliminary,0,0,"named: Hussein Halal (customer service dept head, Electricite du Liban - explicit occupation); company condolence statement functions as primary report of this death; distinct date from the later March 24 Habbouch strike (422404)"
421941,1,,2026-03-23,"past midnight",الشهابية,الشهابية (Al-Shihabiyeh),Tyre,South Lebanon,1,1,airstrike,building,preliminary,0,0,"distinct date from the March 11 Al-Shihabiyeh strike (419173, batch 4); possibly same-day duplicate/update of 421968 - flag for merge review"
421961,1,,2026-03-23,,مجدل سلم,مجدل سلم (Majdal Selem),Marjayoun,Nabatieh,1,2,drone strike,motorcycle,preliminary,0,0,"fourth distinct Majdal Selem incident this study period - different date"
421965,1,,2026-03-23,,الحنية,الحنية (Al-Haniyeh),Tyre,South Lebanon,1,1,artillery shelling,unspecified,preliminary,0,0,"distinct from the earlier vague-count Haniyeh strike (418000, batch 2) - different date/mechanism"
421968,1,,2026-03-23,,الشهابية,الشهابية (Al-Shihabiyeh),Tyre,South Lebanon,1,4,airstrike,unspecified,preliminary,0,0,"same day as 421941 - possibly the same incident restated, flag for merge review"
422053,1,,2026-03-23,afternoon,الحازمية,الحازمية (Hazmieh),Baabda,Mount Lebanon,1,0,airstrike,apartment,preliminary,0,0,"confirmed by name by mayor Jean al-Asmar"
422058,0,"General daily+cumulative toll bulletin (MoPH), not a single-incident report",,,,,,,,,,,,,,
422103,0,"Retracted by follow-up correction 422110 - the medic/ambulance-strike claim was false",,,,,,,,,,,,,,"see 422110 for the corrected version of this incident"
422110,1,,2026-03-23,,عيتيت,عيتيت (Aitit),Nabatieh,Nabatieh,1,0,airstrike,residence,preliminary,0,0,"CORRECTION of 422103: no medic/ambulance involved, actually a home strike killing 1 civilian"
422141,1,,2026-03-24,,بشامون,بشامون (Bshamoun),Aley,Mount Lebanon,2,5,airstrike,unspecified,preliminary,0,0,"update in 422204 (3, incl. a 3-year-old girl)"
422142,1,,2026-03-24,"past midnight",حلتا - العرقوب,حلتا (Halta),Hasbaya,Nabatieh,1,,"ground incursion/raid","civilian home (Israeli infantry force entered and opened fire)",preliminary,0,0,"named: Mohammad Ali Hatem Abdel Aal; 4 residents also kidnapped in same raid; detail/update in 422160; article also covers Zafta (2 injured, no death), Sarbin/Hariss/Rashaf/Deir Antar/Toulin strikes and Qawzah clashes w/ no deaths given here"
422152,1,,2026-03-24,,سلعا,سلعا (Sal'a),Tyre,South Lebanon,4,4,airstrike,residence,preliminary,0,0,"article also covers Naqoura/Alma al-Shaab artillery w/ no deaths; MoPH update 422204 gives a lower count (2) - flag discrepancy"
422160,1,,2026-03-24,dawn,حلتا - العرقوب,حلتا (Halta),Hasbaya,Nabatieh,1,,"ground incursion/raid",civilian home,preliminary,0,0,"detail/update to 422142 - same incident, names injured (Ashraf Khalil al-Qadiri) and kidnapped (Shadi Karam Abdel Aal) - do not double count"
422173,1,,2026-03-24,,"طريق البرج الشمالي",Burj al-Shamali road,Tyre,South Lebanon,1,0,drone strike,motorcycle,preliminary,1,0,
422204,1,,2026-03-24,,بشامون,بشامون (Bshamoun),Aley,Mount Lebanon,3,4,airstrike,unspecified,preliminary,0,0,"MoPH update to 422141 (2->3), includes a 3-year-old girl"
422204b,1,,2026-03-24,,سلعا,سلعا (Sal'a),Tyre,South Lebanon,2,5,airstrike,residence,preliminary,0,0,"same source article as 422204; MoPH update to 422152 - lower count (4->2), flag discrepancy; split into own row"
422204c,1,,2026-03-24,,صريفا,صريفا (Srifa),Tyre,South Lebanon,3,0,airstrike,unspecified,preliminary,0,0,"same source article as 422204; new/distinct Srifa incident this date; split into own row. Article also gives Aitit: 2 injured only (no death) - consistent w/ 422110's single-death report, not additive"
422206,1,,2026-03-24,,كفرتبنيت,كفرتبنيت (Kfartebnit),Nabatieh,Nabatieh,1,0,airstrike,unspecified,preliminary,0,0,"named: Mahmoud Hamad (school inspector, explicit occupation); article also mentions a Haroof drone strike w/ no deaths given here"
422210,1,,2026-03-24,,مخيم المية ومية,مخيم المية ومية (Mieh Mieh camp),Sidon,South Lebanon,3,0,airstrike,residence,preliminary,0,0,"corrected down to 2 in 422236/422406 (named: Al-Kaoush + wife; son injured) - use 2"
422216,1,,2026-03-24,,محرونة,محرونة (Mahrouneh),Zahrani,South Lebanon,1,0,drone strike,motorcycle,preliminary,0,0,
422220,1,,2026-03-24,,"بين عدلون وأبو الأسود",Adloun-Abu al-Aswad area,Sidon,South Lebanon,2,2,airstrike,unspecified,preliminary,1,0,"same-day as 422407's Adloun report (4 dead) - possibly the same strike with a later/different count, flag for merge review"
422226,1,,2026-03-24,,الشبريحة,الشبريحة (Shabriha junction),Tyre,South Lebanon,1,0,strike on vehicle,"pickup truck",preliminary,0,0,"Syrian national; article also mentions a Qana strike w/ no death given"
422236,1,,2026-03-24,,مخيم المية ومية,مخيم المية ومية (Mieh Mieh camp),Sidon,South Lebanon,2,1,airstrike,residence,preliminary,0,0,"CORRECTION of 422210 (3->2); named: Al-Kaoush + wife; confirmed in 422406"
422280,1,,2026-03-24,,"مدخل النبطية الشمالي",النبطية (Nabatieh city - northern entrance),Nabatieh,Nabatieh,2,0,drone strike,"motorcycle (2 medics, Nabatieh ambulance team, explicit)",preliminary,0,0,"named: Ali Hassan Nazar Jaber, Joud Mohammad Suleiman; same location struck again 2h later, no further casualties reported"
422280b,1,,2026-03-24,,"أوتوستراد جبوش - النبطية قرب مبنى النافعة",Jbeshit-Nabatieh highway,Nabatieh,Nabatieh,1,1,drone strike,motorcycle,preliminary,1,0,"same source article as 422280; split into own row (different location)"
422280c,1,,2026-03-24,,"أوتوستراد حبوش - النبطية قرب مطعم الفيروز",Habbouch-Nabatieh highway,Nabatieh,Nabatieh,1,0,drone strike,motorcycle,preliminary,1,0,"same source article as 422280; Syrian national; split into own row (different location). Article also mentions a Nabatieh al-Fawqa strike w/ no deaths"
422303,1,,2026-03-24,dawn,حلتا - العرقوب,حلتا (Halta),Hasbaya,Nabatieh,1,1,"ground incursion/raid","15-year-old (kidnapping of another resident during the same raid)",preliminary,0,0,"same village and likely same broader raid as 422142/422160 but a distinct additional victim (age 15) and a separate kidnapping - flag heavily for merge review re: whether this is the same overall incident"
422317,0,"General daily+cumulative toll bulletin (MoPH), not a single-incident report",,,,,,,,,,,,,,
422378,1,,2026-03-24,,"كونين - محلة البركة",كونين (Kounine),Bint Jbeil,Nabatieh,1,0,airstrike,unspecified,preliminary,0,0,
422404,1,,2026-03-24,,حبوش,حبوش (Habbouch),Nabatieh,Nabatieh,3,18,airstrike,unspecified,preliminary,0,0,"distinct date from the earlier March 22 Habbouch strike (421924) and the March 18 Habbouch strike (420868, batch 6)"
422406,1,,2026-03-24,,مخيم المية ومية,مخيم المية ومية (Mieh Mieh camp),Sidon,South Lebanon,2,4,airstrike,apartment,final,0,0,"MoPH confirmation of the corrected 422236 chain - do not double count"
422407,1,,2026-03-24,,عدلون,عدلون (Adloun),Sidon,South Lebanon,4,1,airstrike,unspecified,preliminary,0,0,"same-day as 422220's Adloun-area report (2 dead) - possibly the same strike with a different/updated count, flag for merge review"
